,id,embed_column
0,29,"[-0.0845588892698288, -0.030847810208797455, -0.04765726253390312, -0.004598159343004227, -0.1324688196182251, -0.10924602299928665, 0.03022124618291855, 0.09516533464193344, -0.03130727261304855, -0.024941381067037582, 0.04557502269744873, -0.029267501085996628, 0.04678656533360481, 0.04004915431141853, 0.022774051874876022, -0.045395977795124054, 0.007472908589988947, -0.06139712408185005, -0.008335279300808907, -0.0031871621031314135, 0.04631882160902023, 0.005336268339306116, -0.006866642739623785, 0.008536879904568195, 0.043353185057640076, -0.16799192130565643, -0.006577690131962299, 0.057196490466594696, 0.030700238421559334, -0.02318514510989189, 0.08347049355506897, -0.03784845396876335, 0.026654507964849472, -0.00860507134348154, -0.0504433773458004, 0.051429033279418945, 0.0003747282025869936, 0.01097539160400629, -0.00044397282181307673, 0.013791597448289394, -0.004251302685588598, -0.03469500318169594, -0.018631167709827423, -0.03249427303671837, -0.04716283828020096, 0.05850066989660263, 0.04123375192284584, 0.04488321766257286, 0.033474814146757126, 0.033676836639642715, 0.06527742743492126, 0.17420336604118347, -0.14202114939689636, -0.02445724606513977, 0.08082398027181625, -0.024662194773554802, 0.05283036455512047, -0.05715363100171089, -0.10445451736450195, -0.024013066664338112, 0.01486731693148613, 0.06449462473392487, 0.047519538551568985, -0.02870599552989006, 0.015513249672949314, -0.037770114839076996, -0.048525646328926086, -0.02514640986919403, 0.06461139023303986, 0.1144484430551529, -0.062332313507795334, -0.018545100465416908, 0.035411812365055084, 0.045442305505275726, 0.04959945008158684, -0.010472707450389862, 0.011270619928836823, 0.008972279727458954, -0.06559178233146667, 0.044679757207632065, 0.064571313560009, 0.018669582903385162, 0.016273463144898415, 0.004960858263075352, -0.005047469399869442, -0.05107594653964043, -0.017880860716104507, 0.04054482653737068, 0.07875248044729233, 0.04515110328793526, -0.0229136124253273, 0.008766373619437218, -0.012714473530650139, -0.07815513759851456, -0.07335224002599716, 0.0038586657028645277, 0.049306850880384445, -0.0005980260320939124, -0.018575776368379593, -0.027973050251603127, -0.1282355934381485, -0.023120533674955368, -0.012930545024573803, -0.04181956872344017, -0.0009079801384359598, 0.03705086559057236, -0.10223039984703064, -0.08047458529472351, 0.05935465171933174, -0.05101558566093445, -0.07454855740070343, -0.055242862552404404, -0.013929992914199829, -0.00697389617562294, 0.06497212499380112, 0.03530732914805412, -0.02072104811668396, 0.024194633588194847, 0.08188080787658691, 0.006689590867608786, 0.07330317050218582, 0.048589691519737244, 0.035365670919418335, 0.028089255094528198, -0.040192071348428726, 0.0148242749273777, -0.027811216190457344, -4.3771677430058126e-33, -0.018812015652656555, -0.021869543939828873, 0.010058724321424961, 0.0793948695063591, 0.018203461542725563, 0.0013224551221355796, 0.013387820683419704, -0.028044622391462326, -0.1076260507106781, 0.020498868077993393, -0.030046910047531128, -0.030532196164131165, 0.03626174107193947, 0.04485587030649185, -0.009003200568258762, 0.089431531727314, 0.037485167384147644, -0.06798859685659409, -0.06076475605368614, -0.04779016971588135, 0.06335261464118958, -0.056794390082359314, 0.05079846456646919, -0.020247476175427437, 0.006989859044551849, -0.04766744002699852, 0.0247411597520113, -0.0162387415766716, -0.054387520998716354, -0.010605573654174805, -0.15002793073654175, -0.050665732473134995, 0.02566240355372429, -0.05481540039181709, -0.009534918703138828, 0.05775944143533707, -0.04535389691591263, 0.013438111171126366, 0.03243284299969673, -0.07590833306312561, -0.01025462057441473, 0.012099935673177242, -0.007806009612977505, -0.011477063409984112, 0.04973141476511955, -0.006803296972066164, -0.022139983251690865, 0.10050924867391586, -0.016859296709299088, 0.0892675518989563, -0.0017666162457317114, -0.04416074603796005, 0.10106386244297028, -0.03921087458729744, -0.004431873094290495, 0.00163927988614887, 0.04101839289069176, 0.011784011498093605, 0.05446731671690941, -0.1055433452129364, 0.038885824382305145, 0.010138732381165028, -0.03410322219133377, 0.03650448098778725, -0.027875928208231926, -0.004272142890840769, 0.031244555488228798, 0.031382497400045395, 0.0200043935328722, -0.024830803275108337, 0.045600131154060364, 0.025378964841365814, -0.0952940285205841, -0.08017151802778244, -0.018384531140327454, 0.0053848568350076675, -0.006288813892751932, -0.11988367140293121, -0.019159983843564987, -0.01958203688263893, 0.0686788335442543, 0.058600082993507385, -0.109721839427948, 0.01948017068207264, 0.01008952222764492, -0.05894990637898445, 0.01325750071555376, 0.03203478828072548, 0.04586542397737503, -0.1253006011247635, -0.1328224241733551, -0.02603372186422348, 0.040248848497867584, -0.01983414590358734, 0.020623505115509033, -7.219431143072657e-35, -0.01622978411614895, 0.05825343355536461, -0.014471450820565224, 0.08649174869060516, -0.05678087845444679, 0.06022677570581436, 0.04233371466398239, -0.03742218017578125, 0.10356007516384125, 0.06812388449907303, -0.043480876833200455, -0.028456972911953926, -0.002573757665231824, -0.030709287151694298, -0.002787831472232938, 0.04063694551587105, -0.10553792119026184, -0.03517414256930351, 0.011635093949735165, 0.05014229938387871, -0.1091783344745636, -0.008349951356649399, -0.009807615540921688, 0.047140516340732574, 0.017660213634371758, -0.028478575870394707, 0.06313669681549072, -0.0644555315375328, 0.025529783219099045, -0.0079913679510355, -0.1001586988568306, 0.06900683045387268, 0.05929511412978172, 0.006192490924149752, -0.017768392339348793, -0.04253240302205086, -0.0013329932698979974, -0.072408527135849, 0.017594704404473305, -0.06076989322900772, 0.030899371951818466, 0.085527703166008, 0.10467598587274551, 0.06063948944211006, -0.009795788675546646, -0.0024093601386994123, -0.032204072922468185, 0.0020976224914193153, 0.018673524260520935, -0.0014259243616834283, -0.07988356053829193, 0.0018776007927954197, -0.07257218658924103, -0.02474014274775982, -0.06078159064054489, 0.036102063953876495, 0.04873264580965042, 0.04298192635178566, 0.04811248183250427, -0.023616019636392593, -0.019055351614952087, -0.01899115927517414, 0.034866344183683395, -0.02755637653172016, -0.13338641822338104, 0.01799199730157852, -0.07372679561376572, 0.013737283647060394, 0.028197797015309334, -0.0302655678242445, 0.07964576780796051, 0.07282908260822296, 0.06560535728931427, -0.051950447261333466, -0.08000968396663666, -0.023394769057631493, 0.003545546904206276, 0.025325225666165352, 0.00439299363642931, 0.13679206371307373, 0.008646432310342789, -0.0021380509715527296, 0.002777783665806055, 0.04230271279811859, -0.07231618463993073, -0.0928480252623558, 0.014996862970292568, 0.08183591067790985, -0.009577634744346142, -0.02328982949256897, 0.017836658284068108, 0.0568079873919487, -0.045096009969711304, 0.06558823585510254, 0.001344434916973114, -3.160980810434921e-08, -0.011779051274061203, 0.09839993715286255, 0.05494322255253792, 0.007706532254815102, -0.05714406073093414, 0.045452408492565155, 0.02341516688466072, -0.03992514684796333, 0.050564173609018326, -0.10037249326705933, -0.016538456082344055, 0.01563125103712082, -0.008658225648105145, -0.027709411457180977, 0.025290340185165405, 0.09091795235872269, 0.042653389275074005, 0.025879833847284317, -0.015326031483709812, 0.040368735790252686, -0.01712954044342041, 0.006739396136254072, -0.0105945635586977, -0.03958909586071968, -0.05843044072389603, 0.0066347201354801655, -0.0010979415383189917, 0.0076012155041098595, -0.025571802631020546, -0.024059761315584183, 0.029142867773771286, 0.020950673148036003, 0.030872154980897903, 0.053170982748270035, -0.031209295615553856, 0.0019868931267410517, -0.044750284403562546, 0.03847510367631912, 0.03526317700743675, -0.014373439364135265, 0.004850324243307114, 4.576375795295462e-05, -0.04227040708065033, -0.037314821034669876, 0.0008437802316620946, 0.014201064594089985, -0.004251131322234869, -0.018714994192123413, -0.03447969630360603, 0.015201786532998085, 0.0031801743898540735, -0.0007813745178282261, -0.014720088802278042, 0.001302862772718072, 0.0548187717795372, 0.08109977841377258, -0.0778050497174263, -0.05181669816374779, -0.021241582930088043, -0.06470195204019547, -0.04732322320342064, 0.07533431053161621, 0.053684137761592865, -0.02587677165865898]"
1,35,"[-0.08884154260158539, 0.04067424684762955, 0.024335110560059547, -0.03028574027121067, 0.08522019535303116, -0.013381817378103733, 0.12789331376552582, -0.031149471178650856, 0.014015721157193184, 0.0007368929800577462, 0.08379820734262466, 0.10628145188093185, 0.06430292129516602, -0.05353068932890892, -0.01789926365017891, -0.026099499315023422, 0.026532424613833427, 0.013706850819289684, 0.018246198073029518, -0.04586252197623253, 0.05470011755824089, -0.024125711992383003, 0.013010459020733833, 0.05229268595576286, 0.0133158965036273, -0.07488023489713669, 0.05403290316462517, 0.0005632728571072221, -0.007019149139523506, -0.07333642989397049, 0.020565204322338104, 0.053537316620349884, 0.023546380922198296, -0.008706686086952686, -0.006802237592637539, -0.016798006370663643, -0.06461899727582932, -0.015689997002482414, -0.008380662649869919, 0.06568899005651474, 0.010343668051064014, -0.0036881512496620417, -0.06232527270913124, 0.01507684774696827, -0.04790506884455681, 0.05873577296733856, -0.007726417388767004, -0.03424832597374916, -0.07823958992958069, 0.011502341367304325, -0.05160636454820633, 0.04516414552927017, -0.11872648447751999, 0.0016091997968032956, -0.028825322166085243, -0.0001709685893729329, 0.0023977214004844427, 0.02326485887169838, -0.02146674506366253, -0.04364006966352463, 0.07622630149126053, -0.009213395416736603, -0.025877319276332855, 0.05751593038439751, 0.010446611791849136, -0.13471868634223938, 0.030061373487114906, 0.03290121629834175, 0.04105943441390991, -0.026478257030248642, -0.01599012315273285, 0.08085513114929199, 0.03741541504859924, 0.07352277636528015, 0.09134292602539062, -0.07311426103115082, 0.007183033507317305, -0.08049729466438293, -0.0414649173617363, 0.044207923114299774, -0.07437217980623245, -0.07488488405942917, 0.06764748692512512, -0.023303473368287086, -0.037537556141614914, -0.09227697551250458, 0.04192648082971573, 0.05278516933321953, 0.04290289059281349, 0.001293057925067842, -0.030778558924794197, 0.012915107421576977, -0.03280838578939438, -0.03114059567451477, 0.03828288987278938, 0.11571483314037323, 0.0788908451795578, -0.005615637172013521, -0.022737786173820496, -0.03139825537800789, 0.06909245252609253, -0.011598560027778149, 0.014798269607126713, 0.04446687549352646, 0.003975860308855772, -0.062242552638053894, -0.04317464306950569, -0.14361783862113953, 0.034267328679561615, -0.03354983776807785, 0.0529375858604908, 0.05488155037164688, 0.009326241910457611, 0.028941333293914795, -0.03677050396800041, -0.02799251861870289, -0.051535625010728836, 0.0733332708477974, -0.05129396915435791, 0.07608326524496078, -0.027945084497332573, 0.03771159425377846, 0.015417414717376232, -0.0476556122303009, -0.10322275757789612, 0.08524337410926819, 0.03194224461913109, -4.086327298067347e-33, -0.042386412620544434, -0.10366760194301605, -0.08051539212465286, -0.017443548887968063, 0.04534505307674408, -0.03555449843406677, 0.029214387759566307, -0.007698104716837406, -0.0031644850969314575, 0.009373210370540619, 0.056116122752428055, 0.017102574929594994, 0.0840509682893753, 0.09593222290277481, 0.0220741368830204, 0.0024714143946766853, 0.012502399273216724, 0.08711796998977661, -0.01734609715640545, -0.0757424458861351, 0.0428067147731781, 0.051963236182928085, 0.028321314603090286, -0.046316955238580704, -0.01716472953557968, -0.0372573584318161, -0.10250350832939148, -0.006015587132424116, -0.04204389825463295, 0.021763276308774948, -0.10392945259809494, 0.09853246808052063, 0.0005849258741363883, -0.017418671399354935, 0.0702008306980133, 0.05378449708223343, 0.0034703335259109735, -0.04482836276292801, -0.06508967280387878, -0.11865964531898499, 0.027746880427002907, -0.023615309968590736, 0.028016120195388794, 0.004409573972225189, 0.05239167809486389, -0.03924639895558357, 0.029684875160455704, 0.12145920097827911, 0.03319764882326126, 0.09576430916786194, 0.01801128499209881, -0.019980566576123238, 0.014799426309764385, 0.02802371419966221, 0.07958724349737167, 0.011135217733681202, 0.09224969148635864, -0.02488413266837597, -0.007358384318649769, 0.07898520678281784, 0.004817533772438765, 0.03982631862163544, -0.01714567467570305, -0.018235033378005028, 0.03424878418445587, 0.07135465741157532, 0.06405985355377197, -0.03510291129350662, 0.06536968797445297, -0.004848537966609001, 0.038152068853378296, -0.013413160108029842, -0.0745963454246521, 0.05184317007660866, -0.11234333366155624, 0.006985024083405733, 0.020524734631180763, -0.055436599999666214, -0.06405679881572723, -0.10978350788354874, 0.0578017495572567, 0.02302674762904644, -0.07295805215835571, 0.016797848045825958, -0.10456540435552597, -0.0035648862831294537, 0.044259198009967804, -0.06750055402517319, 0.024910232052206993, -0.021739525720477104, -0.003198959631845355, -0.054716914892196655, 0.06289742141962051, -0.012478222139179707, 0.019600048661231995, -8.777948963467737e-34, -0.021738827228546143, 0.02620532177388668, 0.03700241819024086, 0.010698370635509491, 0.005418404471129179, -0.03549165278673172, -0.007962423376739025, -0.0071149892173707485, 0.06744115054607391, -0.048077844083309174, -0.09275884926319122, 0.013754332438111305, -0.023326104506850243, -0.05299847200512886, -0.013281445950269699, 0.032151974737644196, -0.019059421494603157, -0.011590921320021152, -0.009181233122944832, -0.0004638480022549629, -0.0014177149860188365, 0.016443651169538498, -0.002403486054390669, 0.02562764845788479, 0.005938457790762186, 0.01403244212269783, 0.035866107791662216, -0.0804477259516716, 0.05168568342924118, -0.05236482620239258, 0.0064233229495584965, 0.010615222156047821, 0.014338307082653046, -0.023671403527259827, 0.051984719932079315, -0.034485816955566406, 0.000738779897801578, -0.009029742330312729, 0.0346071794629097, -0.0177549310028553, 0.00011431023449404165, 0.012735221534967422, 0.06259472668170929, 0.03154532611370087, 0.028187241405248642, -0.03462667763233185, -0.11431892961263657, 0.03157157823443413, 0.037261832505464554, 0.030016150325536728, -0.029382972046732903, 0.0048131197690963745, -0.05691397935152054, 0.0013830526731908321, -0.031025953590869904, 0.06981584429740906, -0.1317910999059677, 0.06498437374830246, 0.0281016044318676, 0.06540516763925552, -0.032535847276449203, -0.019780926406383514, -0.025065580382943153, -0.06427577883005142, -0.0947975143790245, 0.017129607498645782, -0.0998355895280838, -0.0822119414806366, 0.01675788126885891, 0.029589274898171425, 0.02316352166235447, -0.007158591412007809, -0.05941955745220184, -0.0995558574795723, -0.1052941381931305, -0.04940488934516907, 0.07237059623003006, -0.006554534658789635, 0.007185719907283783, 0.03941633179783821, -0.04311143979430199, 0.012411754578351974, -0.022947292774915695, -0.06277818977832794, -0.09223923087120056, -0.015088877640664577, -0.0023655430413782597, -0.061629194766283035, 0.06643038243055344, -0.03036409243941307, 0.05175752937793732, -0.003159527201205492, 0.034103166311979294, 0.041256267577409744, 0.020850151777267456, -3.781322277518484e-08, -0.02100767195224762, 0.008057826198637486, 0.07071466743946075, 0.05527685210108757, 0.012205024249851704, 0.051243171095848083, 0.03693140298128128, 0.006174910347908735, -0.0070688603445887566, -0.0039833649061620235, 0.0769931972026825, -0.01103613805025816, -0.01888122968375683, 0.018837779760360718, 0.08196049928665161, 0.08221878856420517, -0.03155402094125748, 0.007121796254068613, -0.036793239414691925, 0.038655463606119156, -0.05164993554353714, -0.0069915964268147945, 0.041591908782720566, -0.006257652770727873, -0.1388479322195053, 0.007385767064988613, 0.08239062130451202, 0.0315801240503788, -0.012939714826643467, 0.03722018375992775, 0.008755945600569248, -0.011037089861929417, 0.013893509283661842, -0.0006521916948258877, -0.0491151325404644, -0.0042771706357598305, -0.05458679422736168, -0.02264861762523651, 0.05904126539826393, 0.005580770317465067, 0.005385042633861303, -0.11295948177576065, -0.0002414668706478551, 0.016659533604979515, -0.0592665821313858, -0.07013998925685883, -7.632742381247226e-06, -0.06231148540973663, -0.036350954324007034, -0.021512536332011223, -0.07818564772605896, -0.04906412959098816, -0.055955592542886734, -0.0708821564912796, 0.09971652925014496, 0.11874391883611679, -0.04921325668692589, -0.05036180093884468, 0.011630041524767876, 0.01089305616915226, -0.0015638195909559727, 0.09661583602428436, -0.03166429325938225, 0.004366077482700348]"
2,125,"[0.07417573779821396, 0.11422094702720642, 0.008878074586391449, -0.02708139270544052, -0.030559349805116653, -0.040567781776189804, 0.0760314092040062, 0.10359126329421997, -0.037460897117853165, 0.0505506657063961, 0.021437808871269226, -0.08453211188316345, 0.030815549194812775, -0.00036859288229607046, -0.0017745846416801214, -0.04889925569295883, -0.05063571780920029, -0.018174152821302414, -0.1025296226143837, 0.04321121796965599, -0.03940504044294357, 0.023239608854055405, -0.036799512803554535, -0.0065356288105249405, 0.14249126613140106, -0.06810992956161499, -0.03187542408704758, 0.0034934584982693195, 0.035835132002830505, 0.03851853683590889, 0.01823144033551216, 0.058261241763830185, 0.06242426112294197, 0.02060333639383316, -0.038197290152311325, -0.054826632142066956, -0.003383271163329482, -0.002440373646095395, -0.041605863720178604, 0.019970489665865898, -0.01632741466164589, -0.031711261719465256, 0.04393957555294037, -0.012595539912581444, 0.041109636425971985, 0.019091464579105377, -0.08860243856906891, 0.07802289724349976, 0.04281621426343918, 0.07636602222919464, 0.024869753047823906, 0.047606900334358215, -0.0882367417216301, -0.014202246442437172, 0.057458050549030304, 0.0010002547642216086, 0.048808373510837555, -0.024481916800141335, -0.03916176036000252, -0.027000855654478073, -0.050031837075948715, 0.06307792663574219, 0.02525794878602028, 0.008990228176116943, 0.08259706199169159, -0.031132739037275314, -0.04818624258041382, -0.10228171199560165, 0.05154595896601677, -0.038387902081012726, -0.024752173572778702, 0.020836880430579185, -0.0010129122529178858, -0.12663553655147552, -0.003070581005886197, -0.05028417706489563, 0.027865184471011162, 0.031099824234843254, -0.006536511704325676, -0.0031924820505082607, 0.026384351775050163, -0.02143600583076477, -0.04274705424904823, 0.02159191481769085, 0.0023925185669213533, -0.10979846119880676, 0.09350217133760452, 0.09350550174713135, 0.05586271360516548, 0.08704926073551178, 0.0585421584546566, -0.0512123741209507, 0.004823849070817232, -0.05310003086924553, 0.018982958048582077, 0.05511588603258133, 0.012192748486995697, 0.004752085544168949, 0.008896914310753345, 0.0165881235152483, -0.08351031690835953, 0.021456889808177948, -0.050140004605054855, 0.03873390331864357, -0.09274184703826904, -0.06723909080028534, 0.0031500444747507572, 0.059630658477544785, -0.09574918448925018, -0.06723063439130783, -0.079365074634552, -0.060015469789505005, 0.070095956325531, 0.005104872863739729, 0.02994728460907936, -0.09721481800079346, 0.0576731339097023, -0.013349557295441628, -0.06329526007175446, -0.06912294030189514, -0.012354821898043156, 0.03470849618315697, -0.011608066037297249, 0.0602605901658535, -0.049088653177022934, -0.08080434799194336, 0.05778932571411133, -9.56585619453003e-34, -0.1572747379541397, -0.10489476472139359, 0.07023006677627563, -0.06444941461086273, 0.029576638713479042, -0.03194032609462738, 0.025666244328022003, 0.003903496777638793, -0.05980074033141136, 0.06612362712621689, -0.010651386342942715, 0.02063971757888794, -0.005967795383185148, 0.06130354478955269, -0.00417745066806674, 0.06096474081277847, 0.061672985553741455, 0.033635444939136505, -0.0649903193116188, -0.05023205652832985, 0.07454302161931992, -0.005646701902151108, 0.045317381620407104, -0.0075334846042096615, 0.017958059906959534, 0.004485371522605419, 0.029596099629998207, 0.013094883412122726, -0.034153468906879425, -0.0188906192779541, -0.007272935472428799, -0.0230293907225132, 0.03595021367073059, -0.0315832793712616, -0.01045318879187107, 0.07214656472206116, 0.026545261964201927, 0.003409220837056637, 0.0942932665348053, 0.0021280485671013594, 0.0005154645768925548, -0.008276103995740414, 0.00644727936014533, 0.014691191725432873, 0.08286441117525101, -0.023425310850143433, -0.003773490898311138, 0.03636688366532326, 0.023097043856978416, 0.043491970747709274, -0.049125246703624725, -0.04157369211316109, 0.023347025737166405, 0.03847446292638779, 0.02146756649017334, -0.06254509091377258, 0.01574992947280407, 0.06800462305545807, -0.0918574184179306, 0.02265172265470028, 0.0012364713475108147, 0.08751752972602844, -0.055877935141325, 0.018505731597542763, -0.09140940010547638, 0.02634469047188759, -0.002201296854764223, -0.017478663474321365, -0.007932553067803383, 0.08041355013847351, -0.0961461290717125, -0.07435888797044754, 0.05973289906978607, -0.07787591218948364, -0.03009817562997341, 0.02911834605038166, 0.007609642576426268, -0.006227890495210886, -0.01367900799959898, -0.10977388918399811, 0.008248349651694298, 0.01393731776624918, -0.04571732506155968, 0.029025238007307053, 0.059231240302324295, -0.006045639980584383, -0.03723623603582382, 0.02446999028325081, 0.05320188030600548, -0.055174168199300766, 0.06808120012283325, 0.0014606990152969956, -0.031746361404657364, 0.07540776580572128, -0.010508942417800426, -1.026954525336175e-35, -0.038138747215270996, 0.0916840061545372, -0.045596420764923096, 0.0382833257317543, -0.03735152631998062, 0.01741526834666729, 0.061886414885520935, -0.12661652266979218, 0.07116973400115967, -0.04899844899773598, -0.06091552972793579, -0.038320478051900864, -0.04238618537783623, 0.033852268010377884, -0.021808337420225143, -0.003963967319577932, -0.0022450655233114958, -0.00891960971057415, -0.044948358088731766, 0.01415255293250084, -0.11672981828451157, 0.03106202557682991, 0.07156070321798325, -0.05381987243890762, 0.00362253631465137, 0.004745915997773409, 0.02580976113677025, 0.012389830313622952, -0.004488286562263966, -0.05420554056763649, -0.10828208178281784, -0.02814377471804619, 0.06761334836483002, 0.05886227637529373, 0.0012608949327841401, -0.12006939202547073, 0.06025388464331627, -0.02252763696014881, 0.04852474853396416, 0.01471131294965744, 0.03368823975324631, -0.027694832533597946, 0.07994253933429718, -0.009572107344865799, 0.07448951154947281, 0.05063765123486519, -0.04057261720299721, 0.0468335896730423, 0.018823325634002686, 0.01119292713701725, 0.05836177244782448, -0.01857141964137554, 0.003516403492540121, 0.04018671438097954, -0.01594453677535057, 0.1299179643392563, -0.03749910369515419, -0.021179750561714172, -0.024159204214811325, 0.0663914605975151, 0.05528193712234497, 0.03266498073935509, 0.06067805737257004, 0.015645863488316536, -0.03852463513612747, 0.06300731748342514, -0.04704347625374794, 0.04186283424496651, -0.03488288074731827, -0.028696807101368904, 0.13924118876457214, 0.07525865733623505, 0.03216709941625595, -0.13027116656303406, -0.08073374629020691, -0.033870991319417953, -0.030066384002566338, 0.05395752564072609, 0.07461573928594589, 0.056249819695949554, 0.03446930646896362, 0.08782780170440674, -0.008101164363324642, -0.018735945224761963, -0.07378315925598145, -0.012063410133123398, 0.025773003697395325, 0.09095457196235657, -0.04853569343686104, -0.023454785346984863, -0.00018895379616878927, 0.037491265684366226, -0.011653441935777664, -0.04010247066617012, 0.02429594285786152, -2.5512289170137592e-08, -0.048330843448638916, 0.020765874534845352, -0.019701797515153885, 0.031417399644851685, 0.04876181483268738, 0.020888013765215874, 0.0027856756933033466, -0.023730019107460976, -0.006975473836064339, -0.001355522545054555, 0.04874390736222267, -0.061593249440193176, -0.029878664761781693, -0.01069004274904728, -0.0033077013213187456, -0.06471807509660721, -0.01064160093665123, -0.10235779732465744, -0.05423465371131897, -0.04212983325123787, 0.040703482925891876, -0.032514121383428574, -0.04474954307079315, -0.006783808581531048, 0.021398598328232765, 0.013716540299355984, 0.017037464305758476, 0.09737208485603333, 0.002422176767140627, 0.06557587534189224, -0.004197331145405769, -0.011836613528430462, 0.0195180494338274, -0.006848540157079697, 0.04133166745305061, -0.024646103382110596, 0.04729270190000534, -0.02386699616909027, 0.036834873259067535, -0.08202622830867767, -0.017516151070594788, -0.029873164370656013, 0.011582707986235619, -0.030804185196757317, -0.0021355345379561186, -0.004726629238575697, 0.042361851781606674, 0.003415494691580534, 0.002561209024861455, -0.030803795903921127, 0.08138812333345413, 0.09149309247732162, -0.049176786094903946, -0.006565087009221315, -0.02423722669482231, 0.0013875252334401011, -0.04055998846888542, -0.012718245387077332, -0.08458279818296432, 0.08927091211080551, 0.010521885007619858, 0.010775900445878506, -0.026722442358732224, -0.08459821343421936]"
